ModelFeatName	Chromosome	MidPoint	Strand
8354.m01239	6	7265812	-
8354.m03920	6	24302838	-
8354.m03921	6	24310523	-
8354.m03922	6	24311781	-
8354.m03923	6	24318121	+
8354.m04580	6	28438166	+
8354.m03924	6	24324133	+
8354.m04581	6	28446509	+
8354.m03925	6	24329665	+
8354.m04582	6	28451080	-
8354.m04583	6	28458913	+
8354.m03927	6	24337791	+
8354.m01240	6	7270307	-
8354.m04584	6	28490070	+
8354.m03928	6	24343141	-
8354.m01241	6	7276816	-
8354.m04585	6	28495123	-
8354.m03929	6	24352437	-
8354.m01242	6	7281557	+
8354.m04586	6	28501450	+
8354.m01243	6	7285971	-
8354.m04587	6	28505237	-
8354.m01244	6	7290790	-
8354.m04588	6	28510074	-
8354.m01245	6	7296394	-
8354.m01246	6	7304379	+
8354.m04589	6	28529109	+
8354.m01247	6	7308771	+
8354.m01248	6	7313375	-
8354.m01249	6	7317208	+
8354.m03930	6	24354523	-
8354.m03931	6	24365251	+
8354.m03932	6	24368539	-
8354.m03933	6	24382070	+
8354.m04590	6	28534735	-
8354.m03934	6	24389062	+
8354.m04591	6	28541292	-
8354.m03935	6	24395239	-
8354.m04592	6	28544353	+
8354.m03936	6	24400411	+
8354.m04593	6	28557517	+
8354.m03937	6	24407528	+
8354.m01250	6	7334525	+
8354.m04594	6	28564620	+
8354.m03938	6	24409689	+
8354.m01251	6	7337863	-
8354.m04595	6	28567185	-
8354.m03939	6	24416522	-
8354.m01252	6	7339854	-
8354.m04596	6	28574056	+
8354.m01253	6	7343205	+
8354.m04597	6	28584644	+
8354.m01254	6	7346479	-
8354.m01255	6	7349664	-
8354.m04598	6	28588891	-
8354.m01256	6	7361052	+
8354.m04599	6	28594365	-
8354.m01257	6	7367136	-
8354.m01258	6	7372596	+
8354.m01259	6	7377334	-
8354.m03940	6	24424054	-
8354.m03941	6	24428877	-
8354.m03942	6	24432592	-
8354.m03943	6	24448032	+
8354.m00600	6	3280095	+
8354.m03944	6	24461450	+
8354.m00601	6	3283632	+
8354.m03945	6	24467943	+
8354.m00602	6	3291859	+
8354.m03946	6	24470779	+
8354.m00603	6	3298971	-
8354.m03947	6	24475986	+
8354.m00604	6	3301964	-
8354.m01260	6	7389844	-
8354.m03948	6	24483234	+
8354.m00605	6	3310240	+
8354.m01261	6	7393766	+
8354.m03949	6	24488538	+
8354.m00606	6	3316079	+
8354.m01262	6	7401659	-
8354.m00607	6	3323190	-
8354.m01263	6	7411214	-
8354.m00608	6	3335862	+
8354.m01264	6	7426133	+
8354.m00609	6	3344149	-
8354.m01265	6	7430492	+
8354.m01266	6	7438870	-
8354.m01267	6	7441929	+
8354.m01268	6	7445042	-
8354.m01269	6	7451588	-
8354.m03950	6	24493730	-
8354.m03951	6	24500062	+
8354.m03952	6	24504874	-
8354.m03953	6	24509229	+
8354.m00610	6	3353103	-
8354.m03954	6	24521187	+
8354.m00611	6	3361002	+
8354.m03955	6	24526544	-
8354.m00612	6	3367981	+
8354.m03956	6	24529784	+
8354.m00613	6	3375389	+
8354.m03957	6	24533392	-
8354.m00614	6	3380283	-
8354.m01270	6	7462400	+
8354.m03958	6	24538042	-
8354.m00615	6	3384597	+
8354.m01271	6	7469233	-
8354.m00616	6	3388626	-
8354.m01272	6	7489858	+
8354.m03959	6	24546388	+
8354.m00617	6	3392519	-
8354.m01273	6	7503261	+
8354.m00618	6	3396010	+
8354.m01274	6	7511129	+
8354.m00619	6	3404288	-
8354.m01275	6	7514746	+
8354.m01276	6	7517435	-
8354.m01277	6	7526581	-
8354.m01278	6	7538002	-
8354.m03960	6	24554102	+
8354.m03961	6	24559257	+
8354.m03962	6	24564184	-
8354.m03963	6	24567304	+
8354.m00620	6	3410828	-
8354.m03964	6	24575058	+
8354.m00621	6	3417467	-
8354.m03965	6	24577193	-
8354.m00622	6	3423803	+
8354.m03966	6	24580439	-
8354.m00623	6	3427799	+
8354.m03967	6	24588220	-
8354.m00624	6	3431678	-
8354.m01280	6	7547844	+
8354.m00625	6	3438710	-
8354.m01281	6	7555646	+
8354.m03968	6	24592720	+
8354.m00626	6	3444804	+
8354.m01282	6	7562237	-
8354.m03969	6	24601446	+
8354.m00627	6	3451694	+
8354.m01283	6	7565294	+
8354.m00628	6	3460818	+
8354.m01284	6	7566663	-
8354.m00629	6	3464231	+
8354.m01285	6	7570966	+
8354.m01286	6	7573768	+
8354.m01287	6	7577099	-
8354.m01288	6	7587854	+
8354.m01289	6	7591601	-
8354.m03970	6	24610681	-
8354.m03971	6	24616712	-
8354.m03972	6	24622905	+
8354.m00630	6	3467293	+
8354.m03973	6	24627514	-
8354.m00631	6	3470999	-
8354.m03974	6	24631972	+
8354.m00632	6	3487626	-
8354.m03975	6	24637958	+
8354.m00633	6	3493104	-
8354.m03976	6	24646255	+
8354.m00634	6	3495743	+
8354.m01290	6	7600037	+
8354.m00635	6	3498996	+
8354.m01291	6	7606531	-
8354.m03977	6	24650208	+
8354.m00636	6	3502287	-
8354.m01292	6	7612593	+
8354.m03978	6	24654293	+
8354.m00637	6	3507664	+
8354.m01293	6	7615874	-
8354.m03979	6	24656119	+
8354.m00638	6	3513584	+
8354.m01294	6	7618585	-
8354.m00639	6	3519569	-
8354.m01295	6	7622204	-
8354.m01296	6	7626872	-
8354.m01297	6	7636239	+
8354.m01298	6	7643458	-
8354.m01299	6	7663846	+
8354.m03980	6	24658840	-
8354.m03981	6	24661223	+
8354.m03982	6	24665467	-
8354.m00640	6	3522544	+
8354.m03983	6	24676079	-
8354.m00641	6	3526312	+
8354.m03984	6	24685231	-
8354.m00642	6	3532915	-
8354.m03985	6	24687975	+
8354.m00643	6	3535340	+
8354.m00644	6	3537213	-
8354.m03986	6	24688620	+
8354.m00645	6	3540557	+
8354.m03987	6	24691672	+
8354.m03988	6	24694253	-
8354.m00647	6	3551003	+
8354.m03989	6	24701957	-
8354.m00648	6	3555805	-
8354.m00649	6	3564528	+
8354.m03990	6	24704861	+
8354.m03991	6	24709535	+
8354.m03992	6	24714435	-
8354.m00650	6	3567003	-
8354.m03993	6	24721066	+
8354.m00651	6	3572689	-
8354.m03994	6	24732184	+
8354.m00652	6	3581732	-
8354.m00653	6	3590586	+
8354.m03995	6	24736993	+
8354.m03996	6	24738007	-
8354.m00655	6	3596483	+
8354.m03997	6	24745562	+
8354.m00656	6	3604329	+
8354.m03998	6	24753858	+
8354.m00657	6	3609721	-
8354.m03999	6	24758367	-
8354.m00658	6	3611129	+
8354.m00659	6	3615090	-
8354.m03200	6	19468139	+
8354.m03201	6	19471750	-
8354.m03202	6	19476138	+
8354.m03203	6	19479138	-
8354.m03204	6	19482862	+
8354.m03205	6	19492141	-
8354.m03206	6	19504493	-
8354.m03207	6	19522668	-
8354.m03208	6	19540117	-
8354.m03209	6	19552429	-
8354.m00660	6	3631615	-
8354.m00661	6	3634347	+
8354.m00662	6	3639886	+
8354.m00663	6	3646393	+
8354.m00664	6	3651416	-
8354.m00665	6	3657616	-
8354.m00666	6	3663922	-
8354.m00667	6	3668507	+
8354.m00668	6	3669630	-
8354.m00669	6	3676732	+
8354.m03211	6	19562356	+
8354.m03212	6	19566905	-
8354.m03213	6	19572187	+
8354.m03214	6	19583914	+
8354.m03215	6	19598218	+
8354.m03216	6	19602306	+
8354.m03217	6	19604056	-
8354.m03218	6	19605862	+
8354.m03219	6	19608708	+
8354.m00670	6	3678703	-
8354.m00671	6	3689332	+
8354.m00672	6	3694075	-
8354.m00673	6	3697661	-
8354.m00674	6	3702655	-
8354.m00675	6	3706638	+
8354.m00676	6	3715541	+
8354.m00677	6	3722332	+
8354.m00678	6	3729969	-
8354.m00679	6	3737222	+
8354.m03220	6	19611690	-
8354.m03221	6	19614946	-
8354.m03222	6	19625098	-
8354.m03223	6	19628772	+
8354.m03224	6	19632274	-
8354.m03225	6	19634778	+
8354.m03226	6	19642525	-
8354.m03227	6	19646515	+
8354.m03228	6	19648970	-
8354.m03229	6	19652512	+
8354.m00680	6	3743353	+
8354.m00681	6	3747880	+
8354.m00682	6	3751597	-
8354.m00683	6	3758455	-
8354.m00684	6	3764952	+
8354.m00685	6	3771221	-
8354.m00686	6	3779511	+
8354.m00687	6	3783502	+
8354.m00688	6	3786904	+
8354.m00689	6	3789826	-
8354.m03230	6	19657736	-
8354.m03231	6	19666420	+
8354.m03232	6	19669622	+
8354.m03233	6	19673319	-
8354.m03234	6	19677359	+
8354.m03235	6	19682654	-
8354.m03236	6	19689979	+
8354.m03237	6	19697392	-
8354.m03238	6	19710532	-
8354.m03239	6	19718718	+
8354.m00690	6	3793207	-
8354.m00691	6	3797338	+
8354.m00692	6	3801393	+
8354.m00693	6	3807138	+
8354.m00694	6	3810778	+
8354.m00695	6	3813871	+
8354.m00696	6	3817652	+
8354.m00697	6	3821558	+
8354.m00698	6	3824960	+
8354.m00699	6	3827882	-
8354.m03240	6	19719674	-
8354.m03241	6	19723357	-
8354.m03242	6	19726447	-
8354.m03243	6	19741772	+
8354.m03244	6	19749310	-
8354.m03245	6	19753645	-
8354.m03246	6	19761034	-
8354.m03247	6	19772769	-
8354.m03248	6	19777180	-
8354.m03249	6	19785091	+
8354.m03250	6	19790193	-
8354.m03251	6	19795222	+
8354.m03252	6	19798287	+
8354.m03253	6	19801265	+
8354.m03254	6	19805109	-
8354.m03255	6	19806668	-
8354.m03256	6	19810406	-
8354.m03257	6	19819102	-
8354.m03258	6	19830491	-
8354.m03259	6	19834640	-
8354.m02600	6	15727196	+
8354.m02601	6	15729195	+
8354.m02602	6	15737066	+
8354.m02603	6	15747830	+
8354.m02604	6	15751688	+
8354.m03260	6	19844147	-
8354.m02605	6	15755647	+
8354.m03261	6	19845737	+
8354.m02606	6	15758507	+
8354.m03262	6	19850808	+
8354.m02607	6	15764232	-
8354.m03263	6	19854958	-
8354.m02608	6	15772959	+
8354.m03264	6	19863436	+
8354.m02609	6	15774130	+
8354.m03265	6	19868581	+
8354.m03266	6	19872595	-
8354.m03267	6	19879591	+
8354.m03268	6	19880986	-
8354.m03269	6	19884558	+
8354.m02610	6	15776886	+
8354.m02611	6	15785811	+
8354.m02612	6	15790386	+
8354.m02613	6	15794052	+
8354.m02614	6	15799201	+
8354.m03270	6	19888268	-
8354.m02615	6	15800904	+
8354.m03271	6	19900896	+
8354.m02616	6	15804579	-
8354.m03272	6	19905106	+
8354.m02617	6	15813207	+
8354.m03273	6	19912133	+
8354.m02618	6	15819680	-
8354.m03274	6	19916120	-
8354.m02619	6	15831211	-
8354.m03275	6	19919343	-
8354.m03276	6	19925646	+
8354.m03277	6	19931777	-
8354.m03278	6	19936221	+
8354.m03279	6	19945028	+
8354.m02620	6	15837299	-
8354.m02621	6	15841046	-
8354.m02622	6	15846665	+
8354.m02623	6	15849739	-
8354.m02624	6	15851649	-
8354.m03280	6	19949402	+
8354.m02625	6	15863022	-
8354.m03281	6	19952251	-
8354.m02626	6	15873206	+
8354.m03282	6	19958713	-
8354.m02627	6	15875991	+
8354.m02628	6	15878340	+
8354.m03284	6	19966615	-
8354.m02629	6	15899365	+
8354.m03285	6	19969840	-
8354.m03286	6	19973249	+
8354.m03287	6	19981836	+
8354.m03288	6	19994272	-
8354.m03289	6	20004170	-
8354.m02630	6	15906503	-
8354.m02631	6	15914867	-
8354.m02632	6	15921578	-
8354.m02633	6	15927784	+
8354.m02634	6	15932896	+
8354.m03290	6	20018915	-
8354.m02635	6	15937566	+
8354.m03291	6	20029788	-
8354.m02636	6	15939898	-
8354.m03292	6	20037791	+
8354.m02637	6	15944635	-
8354.m03293	6	20044944	-
8354.m02638	6	15950132	+
8354.m03294	6	20063591	+
8354.m02639	6	15951549	-
8354.m03295	6	20064709	+
8354.m03296	6	20072666	-
8354.m03297	6	20081289	-
8354.m03298	6	20085238	+
8354.m03299	6	20087496	-
8354.m02640	6	15962989	-
8354.m02641	6	15972293	-
8354.m02642	6	15979555	+
8354.m02643	6	15983924	-
8354.m02644	6	15988731	-
8354.m02645	6	15993911	-
8354.m02646	6	15995383	-
8354.m02647	6	16002916	+
8354.m02648	6	16014759	-
8354.m02649	6	16028843	-
8354.m02650	6	16039573	-
8354.m02651	6	16046554	+
8354.m02652	6	16050078	-
8354.m02653	6	16059674	+
8354.m02654	6	16070506	-
8354.m02655	6	16080702	+
8354.m02656	6	16086461	+
8354.m02657	6	16088224	+
8354.m02658	6	16090523	+
8354.m02659	6	16094892	-
8354.m02660	6	16100201	+
8354.m02661	6	16102253	+
8354.m02662	6	16104844	-
8354.m02663	6	16107007	+
8354.m02664	6	16114318	-
8354.m02665	6	16116933	-
8354.m02666	6	16120664	-
8354.m02667	6	16127040	+
8354.m02668	6	16132326	-
8354.m02669	6	16138265	-
8354.m02670	6	16144020	+
8354.m02671	6	16146827	+
8354.m02672	6	16152356	+
8354.m02673	6	16162741	-
8354.m02674	6	16172199	+
8354.m02675	6	16177914	-
8354.m02676	6	16179705	+
8354.m02677	6	16187231	-
8354.m02678	6	16193397	+
8354.m02680	6	16207360	-
8354.m02681	6	16220627	+
8354.m02682	6	16226008	-
8354.m02683	6	16232104	+
8354.m02684	6	16235842	+
8354.m02685	6	16240227	-
8354.m02686	6	16248609	+
8354.m02687	6	16257205	-
8354.m02688	6	16268008	+
8354.m02689	6	16273777	-
8354.m02690	6	16283223	+
8354.m02691	6	16287568	+
8354.m02692	6	16290838	+
8354.m02693	6	16297429	-
8354.m02694	6	16305951	+
8354.m02695	6	16313119	-
8354.m02696	6	16319170	-
8354.m02697	6	16322897	+
8354.m02698	6	16327053	-
8354.m02699	6	16342804	-
8354.m04600	6	28604463	-
8354.m04601	6	28613494	+
8354.m04602	6	28617533	+
8354.m04603	6	28619800	+
8354.m04604	6	28623221	-
8354.m04605	6	28632709	-
8354.m04606	6	28638080	+
8354.m04607	6	28639394	-
8354.m04608	6	28648473	+
8354.m04609	6	28656550	+
8354.m04610	6	28659865	+
8354.m04611	6	28661384	+
8354.m04612	6	28671987	+
8354.m04613	6	28685577	-
8354.m04614	6	28689199	-
8354.m04615	6	28692110	+
8354.m04616	6	28705213	+
8354.m04617	6	28707226	-
8354.m04618	6	28709178	-
8354.m04619	6	28714991	+
8354.m04620	6	28721304	-
8354.m04621	6	28726232	-
8354.m04622	6	28727622	-
8354.m04623	6	28729270	-
8354.m04624	6	28738746	-
8354.m04625	6	28761197	-
8354.m04626	6	28769212	-
8354.m04627	6	28774477	+
8354.m04628	6	28778372	+
8354.m04629	6	28782696	-
8354.m04630	6	28792089	+
8354.m04631	6	28798151	-
8354.m04632	6	28803994	+
8354.m04633	6	28810298	+
8354.m04634	6	28814757	+
8354.m04635	6	28817320	+
8354.m04636	6	28820543	-
8354.m04637	6	28830985	-
8354.m04638	6	28835077	+
8354.m04639	6	28837454	+
8354.m04640	6	28842943	+
8354.m04641	6	28849869	-
8354.m04642	6	28854900	-
8354.m04643	6	28858646	+
8354.m01300	6	7666438	-
8354.m04644	6	28861161	-
8354.m01301	6	7668972	-
8354.m04645	6	28863700	+
8354.m01302	6	7672094	-
8354.m04646	6	28864568	+
8354.m01303	6	7680013	-
8354.m04647	6	28867233	+
8354.m01304	6	7684000	+
8354.m04648	6	28869329	+
8354.m01305	6	7689334	+
8354.m04649	6	28874196	+
8354.m01306	6	7690630	-
8354.m01307	6	7693715	+
8354.m01308	6	7703720	+
8354.m01309	6	7709861	+
8354.m04650	6	28877265	-
8354.m04651	6	28879486	-
8354.m04652	6	28893654	-
8354.m04653	6	28901937	+
8354.m01310	6	7714588	-
8354.m04654	6	28905829	-
8354.m01311	6	7722824	+
8354.m04655	6	28907529	-
8354.m01312	6	7730015	+
8354.m04656	6	28912555	+
8354.m01313	6	7743482	-
8354.m04657	6	28919579	+
8354.m01314	6	7751914	-
8354.m04658	6	28926421	+
8354.m01315	6	7757688	+
8354.m04659	6	28929714	+
8354.m01316	6	7759913	-
8354.m01317	6	7764251	-
8354.m01318	6	7767755	+
8354.m01319	6	7774735	-
8354.m04660	6	28933811	-
8354.m04661	6	28948949	-
8354.m04662	6	28957324	+
8354.m04663	6	28961794	+
8354.m01320	6	7799235	+
8354.m01321	6	7808195	+
8354.m04665	6	28968858	+
8354.m01322	6	7814627	-
8354.m04666	6	28974739	-
8354.m01323	6	7817610	-
8354.m04667	6	28982459	+
8354.m01324	6	7823021	-
8354.m04668	6	28997106	+
8354.m01325	6	7827418	+
8354.m04669	6	29005596	+
8354.m01326	6	7835365	-
8354.m01327	6	7842152	+
8354.m01328	6	7847912	-
8354.m01329	6	7853879	+
8354.m04670	6	29019383	-
8354.m04671	6	29023906	-
8354.m04672	6	29028446	+
8354.m04673	6	29031800	-
8354.m01330	6	7858716	-
8354.m04674	6	29040310	+
8354.m01331	6	7866128	+
8354.m04675	6	29048623	-
8354.m01332	6	7871205	-
8354.m04676	6	29054017	-
8354.m01333	6	7878805	-
8354.m04677	6	29059023	-
8354.m01334	6	7887937	+
8354.m04678	6	29066054	+
8354.m01335	6	7894549	-
8354.m01336	6	7898807	-
8354.m04679	6	29070581	-
8354.m01337	6	7902196	-
8354.m01338	6	7906808	+
8354.m01339	6	7910054	-
8354.m04680	6	29081814	-
8354.m04681	6	29091538	+
8354.m04682	6	29097172	-
8354.m04683	6	29108689	+
8354.m01340	6	7913644	-
8354.m04684	6	29115349	-
8354.m01341	6	7921374	-
8354.m04685	6	29120613	-
8354.m01342	6	7927653	-
8354.m04686	6	29124780	-
8354.m01343	6	7932307	-
8354.m04687	6	29129200	-
8354.m01344	6	7941144	+
8354.m01345	6	7946255	+
8354.m04688	6	29134668	-
8354.m01346	6	7948911	+
8354.m04689	6	29148737	+
8354.m01347	6	7951716	-
8354.m01348	6	7956542	-
8354.m01349	6	7958323	-
8354.m04690	6	29158943	-
8354.m04691	6	29177784	+
8354.m04692	6	29180228	-
8354.m04693	6	29184558	+
8354.m01350	6	7963508	-
8354.m04694	6	29189804	-
8354.m01351	6	7967070	+
8354.m04695	6	29191910	-
8354.m01352	6	7976044	-
8354.m04696	6	29198619	+
8354.m01353	6	7979257	-
8354.m01354	6	7985488	-
8354.m04697	6	29203077	-
8354.m01355	6	7999482	-
8354.m04698	6	29206708	+
8354.m01356	6	8006152	-
8354.m04699	6	29208939	-
8354.m01357	6	8021987	+
8354.m01358	6	8035560	-
8354.m01359	6	8041905	-
8354.m00700	6	3831263	-
8354.m00701	6	3835394	+
8354.m00702	6	3839449	+
8354.m00703	6	3845194	+
8354.m00704	6	3848759	+
8354.m01360	6	8067590	+
8354.m00705	6	3851859	+
8354.m00706	6	3856099	+
8354.m01362	6	8086221	+
8354.m00707	6	3861328	-
8354.m01363	6	8093025	+
8354.m00708	6	3876161	+
8354.m01364	6	8098403	-
8354.m00709	6	3880693	-
8354.m01365	6	8112195	+
8354.m01366	6	8115898	-
8354.m01367	6	8122428	+
8354.m01368	6	8130986	-
8354.m01369	6	8145345	+
8354.m00710	6	3886799	+
8354.m00711	6	3890113	-
8354.m00712	6	3896919	+
8354.m00713	6	3901373	-
8354.m00714	6	3904489	-
8354.m01370	6	8150540	-
8354.m00715	6	3913345	-
8354.m01371	6	8166171	-
8354.m00716	6	3915757	-
8354.m01372	6	8167531	-
8354.m00717	6	3917963	-
8354.m01373	6	8169407	+
8354.m00718	6	3922444	-
8354.m01374	6	8170792	-
8354.m00719	6	3927078	-
8354.m01375	6	8175491	+
8354.m01376	6	8179712	+
8354.m01377	6	8184393	+
8354.m01378	6	8189242	-
8354.m01379	6	8193249	+
8354.m00720	6	3930294	-
8354.m00721	6	3932418	-
8354.m00722	6	3936589	-
8354.m00723	6	3938284	-
8354.m00724	6	3946171	-
8354.m01380	6	8195066	-
8354.m00725	6	3949395	-
8354.m01381	6	8201357	-
8354.m00726	6	3952857	+
8354.m01382	6	8208405	+
8354.m00727	6	3959628	-
8354.m01383	6	8209909	+
8354.m00728	6	3965228	+
8354.m01384	6	8214191	+
8354.m00729	6	3971873	+
8354.m01385	6	8217979	+
8354.m01386	6	8222385	+
8354.m01387	6	8228933	+
8354.m01388	6	8239859	-
8354.m01389	6	8244273	+
8354.m00730	6	3975357	+
8354.m00731	6	3983202	-
8354.m00732	6	3988314	-
8354.m00733	6	3991025	-
8354.m00734	6	3995581	+
8354.m01390	6	8248170	+
8354.m00735	6	4006389	+
8354.m01391	6	8250548	-
8354.m00736	6	4009218	+
8354.m01392	6	8254594	+
8354.m00737	6	4017240	-
8354.m01393	6	8266346	-
8354.m00738	6	4019358	-
8354.m01394	6	8270820	+
8354.m00739	6	4029817	-
8354.m01395	6	8280554	+
8354.m01396	6	8293132	-
8354.m01397	6	8300508	+
8354.m01398	6	8337348	+
8354.m01399	6	8341061	+
8354.m00740	6	4043308	+
8354.m00741	6	4051171	-
8354.m00742	6	4063655	-
8354.m00743	6	4066892	-
8354.m00744	6	4069508	+
8354.m00745	6	4079467	-
8354.m00746	6	4085200	-
8354.m00747	6	4104288	-
8354.m00748	6	4110299	+
8354.m00749	6	4116981	-
8354.m00750	6	4130969	+
8354.m00751	6	4133983	-
8354.m00752	6	4144470	-
8354.m00753	6	4158841	-
8354.m00754	6	4162213	-
8354.m00755	6	4170282	-
8354.m00756	6	4175185	-
8354.m00757	6	4184841	-
8354.m00758	6	4195047	+
8354.m00759	6	4200118	-
8354.m03300	6	20091004	-
8354.m03301	6	20100332	+
8354.m03302	6	20114645	-
8354.m03303	6	20131161	+
8354.m03304	6	20143617	-
8354.m03305	6	20154341	-
8354.m03306	6	20164872	+
8354.m03307	6	20168923	+
8354.m03308	6	20170349	+
8354.m03309	6	20172714	-
8354.m00761	6	4224034	+
8354.m00762	6	4233256	-
8354.m00763	6	4235540	+
8354.m00764	6	4237388	-
8354.m00765	6	4242363	+
8354.m00766	6	4252928	+
8354.m00767	6	4254314	+
8354.m00768	6	4257948	-
8354.m00769	6	4268072	-
8354.m03310	6	20180234	+
8354.m03311	6	20189795	+
8354.m03312	6	20194390	-
8354.m03313	6	20213179	+
8354.m03314	6	20222966	+
8354.m03315	6	20233252	+
8354.m03316	6	20237494	+
8354.m03317	6	20241179	-
8354.m03318	6	20243601	+
8354.m03319	6	20244944	-
8354.m00770	6	4279969	+
8354.m00771	6	4283682	-
8354.m00772	6	4288656	+
8354.m00773	6	4294106	+
8354.m00774	6	4298808	-
8354.m00775	6	4302191	+
8354.m00776	6	4306696	-
8354.m00777	6	4316047	-
8354.m00778	6	4332273	+
8354.m00779	6	4339389	-
8354.m03320	6	20248867	+
8354.m03321	6	20253436	+
8354.m03322	6	20257605	+
8354.m03323	6	20284496	+
8354.m03324	6	20289584	+
8354.m03325	6	20292520	+
8354.m03326	6	20295007	-
8354.m03327	6	20301275	-
8354.m03328	6	20308136	+
8354.m03329	6	20328502	+
8354.m00780	6	4347125	-
8354.m00781	6	4350643	-
8354.m00782	6	4355671	-
8354.m00783	6	4358577	+
8354.m00784	6	4362812	+
8354.m00785	6	4368093	+
8354.m00786	6	4370798	-
8354.m00787	6	4374628	+
8354.m00788	6	4376373	+
8354.m00789	6	4385494	-
8354.m03330	6	20331064	-
8354.m03331	6	20344084	-
8354.m03332	6	20354661	+
8354.m03333	6	20357757	+
8354.m03334	6	20373730	-
8354.m03335	6	20380101	+
8354.m03336	6	20394846	-
8354.m03337	6	20400718	+
8354.m03338	6	20403541	-
8354.m03339	6	20406898	-
8354.m00790	6	4396435	+
8354.m00791	6	4406031	+
8354.m00792	6	4411054	-
8354.m00793	6	4415751	+
8354.m00794	6	4420695	+
8354.m00795	6	4426326	+
8354.m00796	6	4440129	-
8354.m00797	6	4450918	-
8354.m00798	6	4458218	-
8354.m00799	6	4465066	+
8354.m03340	6	20416740	-
8354.m03341	6	20421253	+
8354.m03342	6	20422903	-
8354.m03343	6	20427384	+
8354.m00001	6	6963	-
8354.m03344	6	20430527	+
8354.m00002	6	12947	+
8354.m03345	6	20436535	+
8354.m00003	6	33350	-
8354.m03346	6	20446998	-
8354.m00004	6	62108	-
8354.m03347	6	20462624	-
8354.m00005	6	68827	-
8354.m03348	6	20468230	-
8354.m00006	6	71241	+
8354.m03349	6	20473862	-
8354.m00007	6	72586	-
8354.m00008	6	75546	-
8354.m00009	6	85462	-
8354.m03350	6	20478434	+
8354.m03351	6	20491409	-
8354.m03352	6	20496524	-
8354.m00010	6	89362	-
8354.m03353	6	20498611	-
8354.m00011	6	93123	-
8354.m03354	6	20503570	-
8354.m00012	6	97155	+
8354.m03355	6	20509646	+
8354.m00013	6	101639	+
8354.m03356	6	20512874	-
8354.m00014	6	103687	+
8354.m03357	6	20518796	-
8354.m00015	6	105490	+
8354.m03358	6	20527116	+
8354.m00016	6	112467	-
8354.m03359	6	20537524	+
8354.m00017	6	114537	-
8354.m00018	6	117612	-
8354.m00019	6	124362	-
8354.m02700	6	16351981	+
8354.m02701	6	16361556	-
8354.m02702	6	16370880	+
8354.m02703	6	16382988	+
8354.m02704	6	16390637	-
8354.m03360	6	20545940	-
8354.m02705	6	16395704	+
8354.m03361	6	20550145	+
8354.m02706	6	16400453	-
8354.m03362	6	20557658	+
8354.m00020	6	126721	+
8354.m02707	6	16413838	-
8354.m03363	6	20571339	+
8354.m00021	6	130431	+
8354.m02708	6	16434599	-
8354.m03364	6	20576197	-
8354.m00022	6	135702	+
8354.m02709	6	16444697	-
8354.m03365	6	20587882	+
8354.m00023	6	141195	-
8354.m03366	6	20595670	-
8354.m00024	6	143396	+
8354.m03367	6	20608702	-
8354.m00025	6	145815	+
8354.m03368	6	20632863	-
8354.m00026	6	149423	+
8354.m03369	6	20645296	-
8354.m00027	6	153271	+
8354.m00028	6	163789	+
8354.m00029	6	170482	-
8354.m02710	6	16450767	-
8354.m02711	6	16458773	+
8354.m02712	6	16466696	+
8354.m02713	6	16481534	+
8354.m02714	6	16483642	-
8354.m03370	6	20654060	+
8354.m02715	6	16484760	-
8354.m03371	6	20659834	-
8354.m02716	6	16502441	+
8354.m03372	6	20673115	-
8354.m00030	6	172232	+
8354.m02717	6	16508805	+
8354.m03373	6	20682630	+
8354.m00031	6	176324	+
8354.m02718	6	16513520	-
8354.m03374	6	20687465	-
8354.m00032	6	179246	-
8354.m02719	6	16515979	-
8354.m03375	6	20692820	+
8354.m00033	6	183012	-
8354.m03376	6	20699070	-
8354.m00034	6	187253	+
8354.m03377	6	20705289	-
8354.m00035	6	192757	+
8354.m03378	6	20714698	+
8354.m00036	6	201670	+
8354.m03379	6	20719612	-
8354.m00037	6	208956	-
8354.m00038	6	216975	+
8354.m00039	6	222247	-
8354.m02720	6	16518737	+
8354.m02721	6	16521650	-
8354.m02722	6	16525793	+
8354.m02723	6	16528393	+
8354.m02724	6	16531158	+
8354.m03380	6	20730273	-
8354.m02725	6	16534429	-
