PubLocus	Chromosome	Class	MidPoint	Strand	Pseudo	Curated	GeneLen	ProLength	CDSLen	Iso	Exon	CDS	GS5	GS3
At5g61580	5	annotated_genes	24779778	+	0	0	2920	0	0	0	13	13	24778319 	24781238 	
At5g61590	5	annotated_genes	24782107	-	0	0	887	0	0	0	1	1	24782550 	24781664 	
At5g61600	5	annotated_genes	24784134	-	0	0	1045	0	0	0	1	1	24784656 	24783612 	
At5g61605	5	annotated_genes	24785900	-	0	0	585	0	0	0	2	2	24786192 	24785608 	
At5g61610	5	annotated_genes	24787732	+	0	0	815	0	0	0	2	2	24787325 	24788139 	
At5g61620	5	annotated_genes	24790171	+	0	0	1125	0	0	0	3	3	24789609 	24790733 	
At5g61630	5	annotated_genes	24791378	-	0	0	700	0	0	0	2	2	24791728 	24791029 	
At5g61640	5	annotated_genes	24792938	+	0	0	1356	0	0	0	2	2	24792261 	24793616 	
At5g35646	5	annotated_genes	13861537	+	0	0	693	0	0	0	1	1	13861191 	13861883 	
At5g61650	5	annotated_genes	24795868	+	0	0	755	0	0	0	2	2	24795491 	24796245 	
At5g35650	5	annotated_genes	13863090	+	0	0	465	0	0	0	1	1	13862858 	13863322 	
At5g35655	5	annotated_genes	13864349	-	0	0	937	0	0	0	4	4	13864817 	13863881 	
At5g05930	5	annotated_genes	1781700	-	0	0	3426	0	0	1	10	9	1783413 	1779988 	
At5g35657	5	annotated_genes	13866959	-	1	0	2763	0	0	0	1	1	13868340 	13865578 	
At5g05940	5	annotated_genes	1787182	+	0	0	2510	0	0	0	7	7	1785928 	1788437 	
At5g35660	5	annotated_genes	13870283	-	1	0	1328	0	0	0	1	1	13870947 	13869620 	
At5g05950	5	annotated_genes	1789103	+	0	0	672	0	0	0	1	1	1788768 	1789439 	
At5g35670	5	annotated_genes	13874550	+	0	0	2412	0	0	0	6	6	13873345 	13875756 	
At5g05960	5	annotated_genes	1790533	+	0	0	603	0	0	0	2	2	1790232 	1790834 	
At5g05965	5	annotated_genes	1791778	-	0	0	1437	0	0	0	4	4	1792496 	1791060 	
At5g11820	5	annotated_genes	3810913	-	0	0	528	0	0	0	1	1	3811177 	3810650 	
At5g35680	5	annotated_genes	13875695	-	0	0	1090	0	0	1	2	1	13876240 	13875151 	
At5g05970	5	annotated_genes	1797401	+	0	0	4096	0	0	0	10	10	1795354 	1799449 	
At5g05980	5	annotated_genes	1802006	-	0	0	4974	0	0	0	17	17	1804493 	1799520 	
At5g11830	5	annotated_genes	3812783	-	0	0	525	0	0	0	1	1	3813045 	3812521 	
At5g35690	5	annotated_genes	13883782	-	0	0	3373	0	0	0	10	10	13885468 	13882096 	
At5g05987	5	annotated_genes	1805850	+	0	0	2002	0	0	0	7	7	1804850 	1806851 	
At5g05990	5	annotated_genes	1807353	-	0	0	1111	0	0	0	3	3	1807908 	1806798 	
At5g11840	5	annotated_genes	3814208	-	0	0	1196	0	0	0	4	4	3814806 	3813611 	
At5g06000	5	annotated_genes	1809012	+	0	0	1684	0	0	0	2	2	1808171 	1809854 	
At5g11850	5	annotated_genes	3818710	-	0	0	4727	0	0	0	13	13	3821073 	3816347 	
At5g11860	5	annotated_genes	3822823	-	0	0	2451	0	0	2	4	3	3824254 	3821804 	
At5g11870	5	annotated_genes	3826387	+	0	0	1710	0	0	0	6	6	3825533 	3827242 	
At5g11880	5	annotated_genes	3828805	-	0	0	2365	0	0	0	8	8	3829987 	3827623 	
At5g11890	5	annotated_genes	3832305	+	0	0	1281	0	0	0	1	1	3831665 	3832945 	
At5g61660	5	annotated_genes	24796798	-	0	0	716	0	0	0	1	1	24797156 	24796441 	
At5g61670	5	annotated_genes	24801669	+	0	0	2408	0	0	1	8	8	24800764 	24803171 	
At5g61680	5	annotated_genes	24804441	-	0	0	1600	0	0	0	5	5	24805241 	24803642 	
At5g61690	5	annotated_genes	24808717	-	0	0	3993	0	0	0	13	13	24810713 	24806721 	
At5g61700	5	annotated_genes	24813130	+	0	0	4081	0	0	0	16	16	24811090 	24815170 	
At5g61710	5	annotated_genes	24817504	+	0	0	468	0	0	0	1	1	24817271 	24817738 	
At5g61720	5	annotated_genes	24819587	+	0	0	1616	0	0	0	3	3	24818780 	24820395 	
At5g35695	5	annotated_genes	13886760	+	0	0	822	0	0	0	3	3	13886350 	13887171 	
At5g61730	5	annotated_genes	24822966	-	0	0	4316	0	0	0	16	16	24825124 	24820809 	
At5g35700	5	annotated_genes	13891924	-	0	0	4319	0	0	0	15	14	13894083 	13889765 	
At5g35710	5	annotated_genes	13895191	+	1	0	878	0	0	0	1	1	13894753 	13895630 	
At5g06010	5	annotated_genes	1810102	+	0	0	324	0	0	0	1	1	1809941 	1810264 	
At5g35715	5	annotated_genes	13899419	+	0	0	1496	0	0	0	2	2	13898672 	13900167 	
At5g06020	5	annotated_genes	1812166	+	0	0	456	0	0	0	1	1	1811939 	1812394 	
At5g35720	5	annotated_genes	13901900	-	1	0	1215	0	0	0	1	1	13902507 	13901293 	
At5g06030	5	annotated_genes	1814146	+	0	0	453	0	0	0	1	1	1813920 	1814372 	
At5g35725	5	annotated_genes	13905076	+	1	0	4803	0	0	0	1	1	13902675 	13907477 	
At5g06040	5	annotated_genes	1815583	+	0	0	910	0	0	0	2	2	1815129 	1816038 	
At5g35730	5	annotated_genes	13912570	+	0	0	3268	0	0	0	12	12	13910937 	13914204 	
At5g06050	5	annotated_genes	1821953	+	0	0	3637	0	0	0	9	9	1820135 	1823771 	
At5g11900	5	annotated_genes	3835131	+	0	0	2233	0	0	0	7	7	3834015 	3836247 	
At5g35732	5	annotated_genes	13915388	+	0	0	438	0	0	0	1	1	13915170 	13915607 	
At5g06060	5	annotated_genes	1824870	-	0	0	2051	0	0	0	5	5	1825895 	1823845 	
At5g11910	5	annotated_genes	3837276	-	0	0	1877	0	0	0	7	7	3838214 	3836338 	
At5g35735	5	annotated_genes	13919104	-	0	0	2246	0	0	0	2	2	13920227 	13917982 	
At5g11920	5	annotated_genes	3840882	+	0	0	2981	0	0	0	7	7	3839392 	3842372 	
At5g35736	5	annotated_genes	13923547	+	1	0	963	0	0	0	1	1	13923066 	13924028 	
At5g06070	5	annotated_genes	1828672	-	0	0	1031	0	0	0	1	1	1829187 	1828157 	
At5g11930	5	annotated_genes	3845293	-	0	0	706	0	0	0	1	1	3845646 	3844941 	
At5g11940	5	annotated_genes	3850851	+	0	0	3135	0	0	0	9	9	3849284 	3852418 	
At5g06080	5	annotated_genes	1831112	-	0	0	632	0	0	0	2	2	1831428 	1830797 	
At5g11950	5	annotated_genes	3855957	+	0	0	2061	0	0	1	7	7	3854917 	3856977 	
At5g11960	5	annotated_genes	3860048	-	0	0	2937	0	0	0	9	9	3861516 	3858580 	
At5g11970	5	annotated_genes	3863414	-	0	0	685	0	0	0	1	1	3863756 	3863072 	
At5g11980	5	annotated_genes	3870461	-	0	0	3618	0	0	0	12	12	3872270 	3868653 	
At5g11990	5	annotated_genes	3872924	-	0	0	546	0	0	0	1	1	3873197 	3872652 	
At5g56130	5	annotated_genes	22741044	-	0	0	2534	0	0	0	11	11	22742311 	22739778 	
At5g56140	5	annotated_genes	22744128	+	0	0	2882	0	0	0	7	7	22742688 	22745569 	
At5g56150	5	annotated_genes	22747408	+	0	0	2002	0	0	1	5	4	22746408 	22748409 	
At5g56160	5	annotated_genes	22751238	+	0	0	3054	0	0	0	13	13	22749712 	22752765 	
At5g61740	5	annotated_genes	24827766	+	0	0	4114	0	0	0	17	17	24825710 	24829823 	
At5g56170	5	annotated_genes	22753853	+	0	0	1318	0	0	0	3	3	22753195 	22754512 	
At5g61750	5	annotated_genes	24830346	-	0	0	633	0	0	0	1	1	24830662 	24830030 	
At5g56180	5	annotated_genes	22756396	-	0	0	3692	0	0	1	12	12	22758242 	22754551 	
At5g61760	5	annotated_genes	24831806	-	0	0	1703	0	0	0	2	1	24832657 	24830955 	
At5g56190	5	annotated_genes	22760817	+	0	0	3173	0	0	1	11	10	22759231 	22762403 	
At5g61770	5	annotated_genes	24833886	+	0	0	2092	0	0	2	8	7	24832841 	24834932 	
At5g56200	5	annotated_genes	22765734	+	0	0	1482	0	0	0	1	1	22764994 	22766475 	
At5g61780	5	annotated_genes	24841339	+	0	0	5712	0	0	0	16	15	24838484 	24844195 	
At5g61790	5	annotated_genes	24845654	-	0	0	2654	0	0	0	6	6	24846981 	24844328 	
At5g56210	5	annotated_genes	22768737	-	0	0	1704	0	0	0	2	2	22769589 	22767886 	
At5g61800	5	annotated_genes	24847996	-	0	0	1567	0	0	0	1	1	24848779 	24847213 	
At5g61810	5	annotated_genes	24849734	-	0	0	2788	0	0	0	4	4	24851128 	24848341 	
At5g61820	5	annotated_genes	24852730	-	0	0	2374	0	0	0	5	4	24853917 	24851544 	
At5g35737	5	annotated_genes	13924579	+	0	0	372	0	0	0	1	1	13924394 	13924765 	
At5g61830	5	annotated_genes	24855378	+	0	0	1636	0	0	0	4	4	24854561 	24856196 	
At5g35738	5	annotated_genes	13926759	+	1	0	318	0	0	0	1	1	13926601 	13926918 	
At5g35740	5	annotated_genes	13928019	-	0	0	743	0	0	0	3	3	13928390 	13927648 	
At5g06090	5	annotated_genes	1835915	+	0	0	1617	0	0	0	2	2	1835107 	1836723 	
At5g35750	5	annotated_genes	13931084	-	0	0	4967	0	0	0	13	13	13933567 	13928601 	
At5g06100	5	annotated_genes	1838956	+	0	0	2814	0	0	1	4	2	1837915 	1840728 	
At5g35753	5	annotated_genes	13940974	-	0	0	2352	0	0	0	4	4	13942150 	13939799 	
At5g06110	5	annotated_genes	1841916	-	0	0	2171	0	0	0	1	1	1843001 	1840831 	
At5g35756	5	annotated_genes	13946213	-	1	0	5805	0	0	0	1	1	13949115 	13943311 	
At5g06120	5	annotated_genes	1848340	+	0	0	8524	0	0	0	30	29	1844079 	1852602 	
At5g35760	5	annotated_genes	13951675	+	0	0	675	0	0	0	2	2	13951338 	13952012 	
At5g06130	5	annotated_genes	1854661	-	0	0	2424	0	0	1	6	6	1855873 	1853450 	
At5g12000	5	annotated_genes	3875505	-	0	0	2553	0	0	0	6	6	3876781 	3874229 	
At5g35770	5	annotated_genes	13955706	-	0	0	4782	0	0	0	2	2	13958097 	13953316 	
At5g06140	5	annotated_genes	1857388	-	0	0	2759	0	0	0	10	10	1858767 	1856009 	
At5g12010	5	annotated_genes	3878676	-	0	0	1728	0	0	0	1	1	3879540 	3877813 	
At5g35775	5	annotated_genes	13963622	+	1	0	2757	0	0	0	1	1	13962244 	13965000 	
At5g06150	5	annotated_genes	1860455	-	0	0	2351	0	0	0	5	5	1861630 	1859280 	
At5g12020	5	annotated_genes	3882588	-	0	0	702	0	0	0	1	1	3882939 	3882238 	
At5g12030	5	annotated_genes	3884423	-	0	0	631	0	0	0	1	1	3884738 	3884108 	
At5g12040	5	annotated_genes	3886605	+	0	0	2901	0	0	1	9	7	3885155 	3888055 	
At5g06160	5	annotated_genes	1864376	-	0	0	4014	0	0	0	11	11	1866383 	1862370 	
At5g12050	5	annotated_genes	3890809	+	0	0	1410	0	0	0	1	1	3890105 	3891514 	
At5g12060	5	annotated_genes	3895146	-	0	0	453	0	0	0	1	1	3895372 	3894920 	
At5g12070	5	annotated_genes	3897175	-	0	0	450	0	0	0	1	1	3897400 	3896951 	
At5g56220	5	annotated_genes	22773621	+	0	0	3050	0	0	0	1	1	22772097 	22775146 	
At5g56230	5	annotated_genes	22776295	-	0	0	604	0	0	0	1	1	22776597 	22775994 	
At5g56240	5	annotated_genes	22779378	-	0	0	4700	0	0	0	4	3	22781728 	22777029 	
At5g61840	5	annotated_genes	24857785	-	0	0	2763	0	0	0	4	4	24859166 	24856404 	
At5g56250	5	annotated_genes	22787960	-	0	0	4316	0	0	1	4	3	22790118 	22785803 	
At5g61850	5	annotated_genes	24862840	+	0	0	2639	0	0	0	3	3	24861521 	24864159 	
At5g56260	5	annotated_genes	22793494	-	0	0	1887	0	0	0	2	1	22794437 	22792551 	
At5g61865	5	annotated_genes	24865785	+	0	0	2466	0	0	0	5	5	24864553 	24867018 	
At5g56270	5	annotated_genes	22798706	+	0	0	3576	0	0	0	5	4	22796919 	22800494 	
At5g61880	5	annotated_genes	24868272	+	0	0	1456	0	0	1	5	4	24867542 	24868997 	
At5g61890	5	annotated_genes	24870500	-	0	0	1272	0	0	0	2	2	24871136 	24869865 	
At5g56280	5	annotated_genes	22801697	-	0	0	2176	0	0	0	9	9	22802785 	22800610 	
At5g61900	5	annotated_genes	24874723	-	0	0	3673	0	0	1	17	16	24876559 	24872887 	
At5g61910	5	annotated_genes	24879638	-	0	0	3553	0	0	2	6	4	24881394 	24877842 	
At5g35777	5	annotated_genes	13968745	+	1	0	4575	0	0	0	1	1	13966458 	13971032 	
At5g61920	5	annotated_genes	24882455	+	0	0	799	0	0	0	2	2	24882056 	24882854 	
At5g35780	5	annotated_genes	13973147	+	1	0	1009	0	0	0	1	1	13972643 	13973651 	
At5g06170	5	annotated_genes	1870756	+	0	0	1929	0	0	0	3	3	1869792 	1871720 	
At5g06180	5	annotated_genes	1874392	+	0	0	2883	0	0	1	11	11	1873163 	1876045 	
At5g35790	5	annotated_genes	13975452	-	0	0	3047	0	0	0	8	8	13976975 	13973929 	
At5g06190	5	annotated_genes	1876336	-	0	0	604	0	0	0	2	1	1876638 	1876035 	
At5g06200	5	annotated_genes	1877725	+	0	0	784	0	0	0	3	3	1877334 	1878117 	
At5g35791	5	annotated_genes	13979684	+	1	0	2088	0	0	0	1	1	13978641 	13980728 	
At5g06210	5	annotated_genes	1879106	+	0	0	1270	0	0	0	4	4	1878472 	1879741 	
At5g12080	5	annotated_genes	3899835	-	0	0	3575	0	0	1	7	5	3901622 	3898048 	
At5g06220	5	annotated_genes	1882915	+	0	0	5446	0	0	0	17	17	1880193 	1885638 	
At5g35792	5	annotated_genes	13982160	+	0	0	576	0	0	0	2	2	13981873 	13982448 	
At5g06230	5	annotated_genes	1886025	-	0	0	2194	0	0	1	5	4	1887122 	1884929 	
At5g12085	5	annotated_genes	3907245	-	1	0	4506	0	0	0	1	1	3909498 	3904993 	
At5g35794	5	annotated_genes	13984064	-	0	0	2557	0	0	0	6	6	13985342 	13982786 	
At5g06240	5	annotated_genes	1889005	+	0	0	1384	0	0	0	3	3	1888314 	1889697 	
At5g06250	5	annotated_genes	1893387	-	0	0	1345	0	0	0	2	2	1894059 	1892715 	
At5g12090	5	annotated_genes	3910291	+	0	0	1175	0	0	0	2	2	3909704 	3910878 	
At5g12100	5	annotated_genes	3912720	+	0	0	2713	0	0	0	1	1	3911364 	3914076 	
At5g12110	5	annotated_genes	3915209	+	0	0	1455	0	0	0	6	6	3914482 	3915936 	
At5g12120	5	annotated_genes	3917354	-	0	0	2612	0	0	0	2	1	3918660 	3916049 	
At5g12130	5	annotated_genes	3921041	+	0	0	2887	0	0	0	14	14	3919598 	3922484 	
At5g12140	5	annotated_genes	3923467	-	0	0	1115	0	0	0	3	2	3924024 	3922910 	
At5g56290	5	annotated_genes	22806550	+	0	0	5591	0	0	0	15	15	22803755 	22809345 	
At5g56300	5	annotated_genes	22817825	+	0	0	2186	0	0	0	3	3	22816733 	22818918 	
At5g56310	5	annotated_genes	22820341	+	0	0	1599	0	0	0	1	1	22819542 	22821140 	
At5g56320	5	annotated_genes	22826665	+	0	0	1597	0	0	0	4	3	22825867 	22827463 	
At5g61930	5	annotated_genes	24884094	-	0	0	1587	0	0	0	2	2	24884887 	24883301 	
At5g56325	5	annotated_genes	22829929	+	0	0	981	0	0	0	3	3	22829439 	22830419 	
At5g61940	5	annotated_genes	24887662	+	0	0	4563	0	0	0	13	13	24885381 	24889943 	
At5g56330	5	annotated_genes	22832191	+	0	0	2395	0	0	0	7	7	22830994 	22833388 	
At5g61950	5	annotated_genes	24893055	+	0	0	4528	0	0	0	12	12	24890792 	24895319 	
At5g56340	5	annotated_genes	22835910	+	0	0	1947	0	0	0	2	1	22834937 	22836883 	
At5g61960	5	annotated_genes	24898812	-	0	0	6131	0	0	0	14	13	24901877 	24895747 	
At5g56350	5	annotated_genes	22838612	-	0	0	2761	0	0	0	3	3	22839992 	22837232 	
At5g61970	5	annotated_genes	24908198	+	0	0	4712	0	0	0	14	13	24905843 	24910554 	
At5g56360	5	annotated_genes	22842875	-	0	0	4696	0	0	0	16	16	22845223 	22840528 	
At5g61980	5	annotated_genes	24914051	+	0	0	4707	0	0	0	19	19	24911698 	24916404 	
At5g56367	5	annotated_genes	22849071	+	1	0	2799	0	0	0	1	1	22847672 	22850470 	
At5g61990	5	annotated_genes	24918587	-	0	0	3512	0	0	0	1	1	24920343 	24916832 	
At5g62000	5	annotated_genes	24930007	+	0	0	4848	0	0	2	15	14	24927584 	24932431 	
At5g35796	5	annotated_genes	13986464	-	1	0	1396	0	0	0	1	1	13987162 	13985767 	
At5g62020	5	annotated_genes	24934092	+	0	0	1555	0	0	0	2	2	24933315 	24934869 	
At5g35798	5	annotated_genes	13989522	-	1	0	572	0	0	0	1	1	13989808 	13989237 	
At5g35800	5	annotated_genes	13992820	-	1	0	528	0	0	0	1	1	13993084 	13992557 	
At5g06260	5	annotated_genes	1903851	-	0	0	2503	0	0	0	8	8	1905102 	1902600 	
At5g35802	5	annotated_genes	13996479	-	1	0	1605	0	0	0	1	1	13997281 	13995677 	
At5g06265	5	annotated_genes	1906730	+	0	0	2876	0	0	0	4	2	1905293 	1908168 	
At5g35805	5	annotated_genes	14000710	-	0	0	342	0	0	0	1	1	14000881 	14000540 	
At5g06270	5	annotated_genes	1913113	+	0	0	1125	0	0	0	2	1	1912551 	1913675 	
At5g35810	5	annotated_genes	14011218	-	0	0	1122	0	0	0	2	2	14011779 	14010658 	
At5g06280	5	annotated_genes	1918265	-	0	0	1256	0	0	1	2	1	1918897 	1917642 	
At5g35820	5	annotated_genes	14014727	+	1	0	4029	0	0	0	1	1	14012713 	14016741 	
At5g06290	5	annotated_genes	1920326	+	0	0	2156	0	0	0	7	7	1919249 	1921404 	
At5g35830	5	annotated_genes	14018094	-	0	0	1104	0	0	0	4	4	14018646 	14017543 	
At5g06300	5	annotated_genes	1923507	-	0	0	3526	0	0	0	7	6	1925270 	1921745 	
At5g35840	5	annotated_genes	14027025	+	0	0	3939	0	0	0	3	3	14025056 	14028994 	
At5g06310	5	annotated_genes	1929632	+	0	0	2328	0	0	0	10	10	1928469 	1930796 	
At5g35860	5	annotated_genes	14035885	-	0	0	540	0	0	0	1	1	14036155 	14035616 	
At5g06320	5	annotated_genes	1931197	-	0	0	1145	0	0	0	1	1	1931769 	1930625 	
At5g06330	5	annotated_genes	1935192	-	0	0	906	0	0	0	1	1	1935645 	1934740 	
At5g06340	5	annotated_genes	1937259	+	0	0	1706	0	0	0	6	6	1936407 	1938112 	
At5g56370	5	annotated_genes	22854208	-	0	0	1919	0	0	1	4	3	22855167 	22853249 	
At5g56380	5	annotated_genes	22857069	-	0	0	2344	0	0	0	4	3	22858241 	22855898 	
At5g56390	5	annotated_genes	22860757	-	0	0	1484	0	0	0	3	3	22861499 	22860016 	
At5g56400	5	annotated_genes	22864068	-	0	0	1547	0	0	0	3	3	22864841 	22863295 	
At5g62030	5	annotated_genes	24936903	+	0	0	2398	0	0	0	2	1	24935705 	24938102 	
At5g56410	5	annotated_genes	22866645	-	0	0	1824	0	0	0	4	4	22867557 	22865734 	
At5g62040	5	annotated_genes	24940485	+	0	0	900	0	0	0	4	4	24940036 	24940935 	
At5g56420	5	annotated_genes	22868888	-	0	0	2157	0	0	1	4	3	22869966 	22867810 	
At5g62050	5	annotated_genes	24942769	-	0	0	3539	0	0	0	10	9	24944538 	24941000 	
At5g56430	5	annotated_genes	22871175	-	0	0	1253	0	0	0	3	3	22871801 	22870549 	
At5g62060	5	annotated_genes	24945419	+	0	0	1011	0	0	0	2	2	24944914 	24945924 	
At5g56440	5	annotated_genes	22873655	-	0	0	1376	0	0	0	2	2	22874343 	22872968 	
At5g62070	5	annotated_genes	24948473	-	0	0	2658	0	0	0	2	2	24949802 	24947145 	
At5g56450	5	annotated_genes	22876511	-	0	0	1554	0	0	0	1	1	22877288 	22875735 	
At5g62080	5	annotated_genes	24951246	-	0	0	850	0	0	0	2	2	24951671 	24950822 	
At5g56460	5	annotated_genes	22883779	+	0	0	2887	0	0	0	6	6	22882336 	22885222 	
At5g62090	5	annotated_genes	24954237	-	0	0	4147	0	0	1	9	9	24956335 	24952189 	
At5g62100	5	annotated_genes	24958401	+	0	0	1579	0	0	1	4	4	24957622 	24959200 	
At5g62110	5	annotated_genes	24961718	-	0	0	3178	0	0	0	11	11	24963307 	24960130 	
At5g35870	5	annotated_genes	14038547	+	0	0	591	0	0	0	1	1	14038252 	14038842 	
At5g62120	5	annotated_genes	24964816	-	0	0	1271	0	0	0	3	3	24965451 	24964181 	
At5g35880	5	annotated_genes	14040175	-	0	0	159	0	0	0	1	1	14040254 	14040096 	
At5g35890	5	annotated_genes	14043524	-	0	0	864	0	0	0	1	1	14043956 	14043093 	
At5g06350	5	annotated_genes	1941570	+	0	0	5577	0	0	0	19	19	1938782 	1944358 	
At5g35900	5	annotated_genes	14046239	+	0	0	621	0	0	0	1	1	14045929 	14046549 	
At5g06360	5	annotated_genes	1945748	+	0	0	1954	0	0	0	9	9	1944772 	1946725 	
At5g35910	5	annotated_genes	14049775	-	0	0	5720	0	0	0	15	15	14052635 	14046916 	
At5g06370	5	annotated_genes	1947857	-	0	0	1435	0	0	0	3	3	1948574 	1947140 	
At5g35912	5	annotated_genes	14055306	-	1	0	1692	0	0	0	1	1	14056152 	14054461 	
At5g06380	5	annotated_genes	1949853	+	0	0	441	0	0	0	1	1	1949633 	1950073 	
At5g06390	5	annotated_genes	1954320	+	0	0	2938	0	0	0	3	2	1952852 	1955789 	
At5g35914	5	annotated_genes	14060497	+	1	0	1254	0	0	0	1	1	14059871 	14061124 	
At5g06400	5	annotated_genes	1957506	+	0	0	3093	0	0	0	1	1	1955960 	1959052 	
At5g06410	5	annotated_genes	1960348	-	0	0	1623	0	0	0	6	6	1961159 	1959537 	
At5g35917	5	annotated_genes	14067355	+	0	0	2006	0	0	0	4	4	14066353 	14068358 	
At5g06420	5	annotated_genes	1962225	+	0	0	2360	0	0	1	3	3	1960682 	1963041 	
At5g06430	5	annotated_genes	1963916	-	0	0	672	0	0	0	2	2	1964252 	1963581 	
At5g06440	5	annotated_genes	1965910	-	0	0	2840	0	0	1	10	8	1967330 	1964491 	
At5g56470	5	annotated_genes	22886735	+	0	0	899	0	0	0	2	2	22886286 	22887184 	
At5g56480	5	annotated_genes	22887797	-	0	0	492	0	0	0	2	2	22888043 	22887552 	
At5g56490	5	annotated_genes	22889679	+	0	0	1982	0	0	0	3	3	22888689 	22890670 	
At5g56500	5	annotated_genes	22892840	+	0	0	3565	0	0	0	15	14	22891058 	22894622 	
At5g28646	5	annotated_genes	10676198	+	0	0	2006	0	0	0	6	6	10675196 	10677201 	
At5g56510	5	annotated_genes	22900007	+	0	0	2122	0	0	0	5	5	22898947 	22901068 	
At5g28650	5	annotated_genes	10678464	-	0	0	1489	0	0	0	3	3	10679208 	10677720 	
At5g28655	5	annotated_genes	10681807	-	1	0	508	0	0	0	1	1	10682061 	10681554 	
At5g56520	5	annotated_genes	22902769	+	0	0	745	0	0	0	1	1	22902397 	22903141 	
At5g28660	5	annotated_genes	10683576	+	0	0	709	0	0	0	3	3	10683222 	10683930 	
At5g56530	5	annotated_genes	22907747	+	0	0	2497	0	0	0	7	7	22906499 	22908995 	
At5g28662	5	annotated_genes	10686502	+	1	0	651	0	0	0	1	1	10686177 	10686827 	
At5g56540	5	annotated_genes	22910622	+	0	0	492	0	0	0	1	1	22910377 	22910868 	
At5g28664	5	annotated_genes	10687950	-	1	0	1365	0	0	0	1	1	10688632 	10687268 	
At5g56550	5	annotated_genes	22913394	-	0	0	784	0	0	0	2	2	22913786 	22913003 	
At5g28667	5	annotated_genes	10690578	+	1	0	1026	0	0	0	1	1	10690066 	10691091 	
At5g28670	5	annotated_genes	10693641	-	1	0	3801	0	0	0	1	1	10695541 	10691741 	
At5g28671	5	annotated_genes	10699101	-	1	0	1181	0	0	0	1	1	10699691 	10698511 	
At5g28672	5	annotated_genes	10701109	+	1	0	1442	0	0	0	1	1	10700389 	10701830 	
At5g06450	5	annotated_genes	1968438	-	0	0	1430	0	0	0	2	1	1969153 	1967724 	
At5g06460	5	annotated_genes	1972384	+	0	0	4289	0	0	0	6	6	1970240 	1974528 	
At5g06470	5	annotated_genes	1975019	-	0	0	720	0	0	0	1	1	1975379 	1974660 	
At5g06480	5	annotated_genes	1976689	-	0	0	1205	0	0	0	4	4	1977291 	1976087 	
At5g06490	5	annotated_genes	1978293	-	0	0	594	0	0	0	1	1	1978590 	1977997 	
At5g06500	5	annotated_genes	1982809	+	0	0	729	0	0	0	1	1	1982445 	1983173 	
At5g06510	5	annotated_genes	1986035	+	0	0	2021	0	0	2	5	4	1985025 	1987045 	
At5g56560	5	annotated_genes	22918080	+	0	0	2262	0	0	0	3	3	22916950 	22919211 	
At5g56570	5	annotated_genes	22920796	+	0	0	1669	0	0	0	3	3	22919962 	22921630 	
At5g56580	5	annotated_genes	22922901	-	0	0	1973	0	0	0	8	8	22923887 	22921915 	
At5g28673	5	annotated_genes	10707487	-	1	0	2273	0	0	0	1	1	10708623 	10706351 	
At5g28675	5	annotated_genes	10710691	+	1	0	3988	0	0	0	1	1	10708698 	10712685 	
At5g56590	5	annotated_genes	22925632	+	0	0	2167	0	0	0	4	4	22924549 	22926715 	
At5g28680	5	annotated_genes	10720729	-	0	0	2577	0	0	0	1	1	10722017 	10719441 	
At5g28690	5	annotated_genes	10723426	+	0	0	1338	0	0	0	2	2	10722758 	10724095 	
At5g56600	5	annotated_genes	22927480	-	0	0	1134	0	0	0	3	3	22928047 	22926914 	
At5g28692	5	annotated_genes	10730889	-	1	0	5016	0	0	0	1	1	10733397 	10728382 	
At5g28696	5	annotated_genes	10741428	-	1	0	5943	0	0	0	1	1	10744399 	10738457 	
At5g56605	5	annotated_genes	22932885	+	1	0	737	0	0	0	1	1	22932517 	22933253 	
At5g28698	5	annotated_genes	10751297	+	1	0	1800	0	0	0	1	1	10750398 	10752197 	
At5g28700	5	annotated_genes	10756525	-	1	0	1203	0	0	0	1	1	10757126 	10755924 	
At5g28710	5	annotated_genes	10758443	-	1	0	897	0	0	0	1	1	10758891 	10757995 	
At5g28712	5	annotated_genes	10761437	-	1	0	1274	0	0	0	1	1	10762074 	10760801 	
At5g06520	5	annotated_genes	1988312	-	0	0	2123	0	0	0	2	2	1989373 	1987251 	
At5g06530	5	annotated_genes	1992330	-	0	0	5166	0	0	1	10	9	1994913 	1989748 	
At5g06540	5	annotated_genes	2000116	-	0	0	1869	0	0	0	1	1	2001050 	1999182 	
At5g06550	5	annotated_genes	2002143	-	0	0	1850	0	0	0	2	2	2003068 	2001219 	
At5g06560	5	annotated_genes	2004747	-	0	0	2885	0	0	0	4	3	2006189 	2003305 	
At5g06570	5	annotated_genes	2009516	-	0	0	3442	0	0	1	2	2	2011042 	2007601 	
At5g06580	5	annotated_genes	2013914	-	0	0	5252	0	0	0	18	18	2016540 	2011289 	
At5g06590	5	annotated_genes	2017741	+	0	0	2191	0	0	0	9	9	2016646 	2018836 	
At5g06600	5	annotated_genes	2023526	-	0	0	8839	0	0	1	32	32	2027946 	2019108 	
At5g06610	5	annotated_genes	2031811	+	0	0	3827	0	0	0	4	4	2029898 	2033724 	
At5g51210	5	annotated_genes	20837722	+	0	0	791	0	0	0	2	2	20837327 	20838117 	
At5g51220	5	annotated_genes	20839469	-	0	0	2039	0	0	0	7	7	20840488 	20838450 	
At5g51230	5	annotated_genes	20843907	+	0	0	5778	0	0	1	22	21	20841013 	20846790 	
